estimand,source_environment_id,left_target_environment_id,right_target_environment_id,metric,n_split_seeds,n_perturbations_primary_min,min_cells_primary,eligibility_min_cells,sensitivity_min_cells,ordering_estimator,rank_displacement_estimator,bootstrap_unit,measurement_definition,joint_definition,metric_entrypoint,refit_per_metric,ordering_cross_disagreement,ordering_cross_disagreement_ci_low,ordering_cross_disagreement_ci_high,ordering_measurement_floor,ordering_measurement_floor_ci_low,ordering_measurement_floor_ci_high,ordering_joint_floor,ordering_joint_floor_ci_low,ordering_joint_floor_ci_high,ordering_delta_meas_id,ordering_delta_meas_id_ci_low,ordering_delta_meas_id_ci_high,ordering_delta_joint_id,ordering_delta_joint_id_ci_low,ordering_delta_joint_id_ci_high,rank_displacement_cross,rank_displacement_cross_ci_low,rank_displacement_cross_ci_high,rank_displacement_measurement_floor_max,rank_displacement_measurement_floor_max_ci_low,rank_displacement_measurement_floor_max_ci_high,rank_displacement_joint_floor_max,rank_displacement_joint_floor_max_ci_low,rank_displacement_joint_floor_max_ci_high,rank_displacement_delta_meas_max,rank_displacement_delta_meas_max_ci_low,rank_displacement_delta_meas_max_ci_high,rank_displacement_delta_joint_max,rank_displacement_delta_joint_max_ci_low,rank_displacement_delta_joint_max_ci_high,bootstrap_draws,bootstrap_seed
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,30,237,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.2786213705928628,0.24697623900450544,0.3116315347207323,0.22122764249445753,0.19809724308088394,0.2458167953944075,0.3298636245798469,0.2975083583637274,0.3634060108703426,0.057393728098405206,0.02840860330401206,0.08499830150897518,-0.0512422539869842,-0.08883487985410854,-0.014478965529571647,0.19685464492598154,0.17213357290996212,0.21941017664306656,0.1643547700779518,0.14606486447829506,0.18544214403203887,0.2366070809196882,0.21348959450761637,0.26253441679181866,0.03249987484802975,0.008491561181434615,0.05596125652578127,-0.03975243599370664,-0.07012220195952228,-0.012441446756776125,2000,20272417
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,30,237,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.31531571372380746,0.28101936279768286,0.35113620110133725,0.20132681649145387,0.17912554530501323,0.22470768075520273,0.2789339018808554,0.2529484463276836,0.3076123685904312,0.11398889723235359,0.08163439533719516,0.15002637130801685,0.03638181184295216,-0.002503933347636335,0.07608546985625395,0.216110160552099,0.19104761138525353,0.24165057569906312,0.15205002503039405,0.1305469141099907,0.1802206250446971,0.2023481995995137,0.18204203318315096,0.22625688335836375,0.06406013552170492,0.032286526496459966,0.09620878924408209,0.013761960952585283,-0.015146964170778827,0.044269380676535776,2000,20270526
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,30,237,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.09690338714868053,0.08268723628691983,0.1140239487234499,0.07138016698848602,0.06067903883286848,0.08481951298004718,0.07495303225345061,0.06406842237002075,0.08878705392262032,0.02552322016019452,0.0153212829864836,0.03642883322606021,0.02195035489522992,0.011701485732675388,0.033077889222627464,0.0674894604162197,0.05751582278481012,0.07982036222555962,0.0526953801044125,0.044338214260173064,0.06368492097547021,0.054984288958020454,0.046439873417721524,0.0658835729099621,0.014794080311807194,0.004925400486304796,0.023835416219695323,0.012505171458199243,0.0029321318744189306,0.021678556103840386,2000,20271931
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,30,234,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.2847871134587873,0.25701276548916036,0.31290213124977073,0.22644754411063422,0.1985950625435604,0.25417308609368694,0.32985559498917866,0.29625541065991706,0.3639014984776787,0.05833956934815304,0.03322695425699714,0.08348235574630421,-0.0450684815303914,-0.08358002274311284,-0.01068651186676937,0.19977619126224275,0.1799237005245589,0.219457283298485,0.1678988298301603,0.14669032684054145,0.19082663878801215,0.2355790781702799,0.21081398334617218,0.26063057114559257,0.03187736143208247,0.007225523641832643,0.05440189281390999,-0.035802886908037124,-0.06514938923737207,-0.009554400058691934,2000,20272766
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,30,234,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.35917014232786765,0.322767414988445,0.39985739701404943,0.23132615274568064,0.20510986390814717,0.2594814937089615,0.30953333516745535,0.27860427900663953,0.3441273706026925,0.127843989582187,0.09347969626939583,0.16452257804189135,0.049636807160412307,0.007233089395106573,0.09016612560067493,0.24707749165474488,0.22227220204688017,0.2739669307802355,0.17115663401929498,0.14910678258317744,0.19859964784857487,0.2248742067422325,0.1990934851986354,0.255483566266828,0.07592085763544991,0.043500788672462515,0.1033541506180991,0.022203284912512382,-0.012315212207916057,0.05374023330031917,2000,20270875
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,30,234,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.1269926543413668,0.10452638384505336,0.15218650269615935,0.07957485968966657,0.06832058618539306,0.09311883276475551,0.08245727412787499,0.07153992883606618,0.09619098712446351,0.047417794651700235,0.027804831077363264,0.07057724404827412,0.04453538021349181,0.0254383551593852,0.06772518432926158,0.08722324933054547,0.07250742819412348,0.10362903965371775,0.05970781519386669,0.05087716884927186,0.07026613110304096,0.06119838780675691,0.05228118924470856,0.0716318642016067,0.027515434136678774,0.0138843035838744,0.04337744396757272,0.02602486152378856,0.01213959502586112,0.041984199038920055,2000,20272280
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,30,235,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.28014825422804146,0.25102336788507,0.3087847790507365,0.2274810147299509,0.2027627750500091,0.2517957810511002,0.33560199581742134,0.30224336242953265,0.37139548099654485,0.05266723949809055,0.02365702855064553,0.08165848336061099,-0.055453741589379886,-0.0976475268230587,-0.01428259683578835,0.19589689943626115,0.1747904164393526,0.21724086197490453,0.16920709219858157,0.15042189488998,0.18949172576832152,0.24080501454809966,0.21794644480814693,0.2659210765593744,0.026689807237679577,0.003417894162575002,0.04853700672849607,-0.04490811511183851,-0.07628659756319328,-0.014763593380614622,2000,20272204
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,30,235,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.3039456810329151,0.26366112020367344,0.34048872522276774,0.21625679214402618,0.1856696672122204,0.24837243135115475,0.3026705037279505,0.2638461538461539,0.34521799418076016,0.08768888888888887,0.057189488997999686,0.12093698854337145,0.0012751773049645388,-0.043246499363520624,0.043609974540825526,0.21043476995817423,0.18175804691762137,0.23684533551554826,0.16114628114202584,0.1359128932533188,0.18876250227314054,0.22201075650118202,0.18939170758319696,0.25937761411165666,0.04928848881614839,0.025731951263866182,0.07728950718312422,-0.01157598654300782,-0.04972085833787963,0.023045553737043062,2000,20270313
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,30,235,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.11742838243316968,0.09657846881251136,0.1409549463538825,0.07880927441352972,0.06819194398981633,0.09210856519367158,0.08117502727768686,0.07043098745226406,0.0942628205128205,0.03861910801963993,0.02076718494271686,0.05985179123476995,0.036253355155482815,0.018457674122567744,0.057494771776686646,0.07999408528823423,0.06658369703582469,0.09496749408983449,0.0595001182033097,0.05077150390980178,0.07028687034006183,0.060980087288597926,0.052236088379705406,0.07167780505546462,0.02049396708492453,0.008464493544280775,0.03488861611202036,0.019013997999636295,0.007191307510456437,0.03305214584469904,2000,20271718
matched_budget_source_frozen,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,30,237,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.3225559071729958,0.2876881749266967,0.3568654795108346,0.2495010190946149,0.2234481155689051,0.27891099907029965,0.31611930558535367,0.28647464778659804,0.35177983980547806,0.07305488807838088,0.04156475720517774,0.10556479296288344,0.006436601587642136,-0.03870056497175136,0.048135012157619964,0.22608910373310448,0.20151165701208612,0.2504804941714939,0.18334819066008726,0.16173210326825432,0.20782646785382247,0.22734055638990203,0.2046377744403919,0.2540593935493099,0.042740913073017237,0.01662509833369092,0.07092540942573122,-0.0012514526567975394,-0.03388444897375388,0.028856915540298927,2000,20272204
