estimand,source_environment_id,left_target_environment_id,right_target_environment_id,metric,n_split_seeds,n_perturbations_primary_min,min_cells_primary,eligibility_min_cells,sensitivity_min_cells,ordering_estimator,rank_displacement_estimator,bootstrap_unit,measurement_definition,joint_definition,metric_entrypoint,refit_per_metric,ordering_cross_disagreement,ordering_cross_disagreement_ci_low,ordering_cross_disagreement_ci_high,ordering_measurement_floor,ordering_measurement_floor_ci_low,ordering_measurement_floor_ci_high,ordering_joint_floor,ordering_joint_floor_ci_low,ordering_joint_floor_ci_high,ordering_delta_meas_id,ordering_delta_meas_id_ci_low,ordering_delta_meas_id_ci_high,ordering_delta_joint_id,ordering_delta_joint_id_ci_low,ordering_delta_joint_id_ci_high,rank_displacement_cross,rank_displacement_cross_ci_low,rank_displacement_cross_ci_high,rank_displacement_measurement_floor_max,rank_displacement_measurement_floor_max_ci_low,rank_displacement_measurement_floor_max_ci_high,rank_displacement_joint_floor_max,rank_displacement_joint_floor_max_ci_low,rank_displacement_joint_floor_max_ci_high,rank_displacement_delta_meas_max,rank_displacement_delta_meas_max_ci_low,rank_displacement_delta_meas_max_ci_high,rank_displacement_delta_joint_max,rank_displacement_delta_joint_max_ci_low,rank_displacement_delta_joint_max_ci_high,bootstrap_draws,bootstrap_seed,n_items,n_pairs,n_replicates_left,n_replicates_right,stable_fraction_left,stable_fraction_right,stable_fraction_both,stable_order_inversion_fraction,stable_pairs,minimum_strict_support,ordering_estimand,crossfit_fit_replicates_per_context,crossfit_eval_replicates_per_context,crossfit_splits,crossfit_selection_stable_both_fraction,crossfit_selection_inversion_fraction,crossfit_heldout_evaluable_fraction,crossfit_heldout_inversion_fraction,crossfit_heldout_evaluable_pairs,crossfit_heldout_inversion_pairs,crossfit_credible_level,crossfit_tie_tolerance,crossfit_minimum_strict_support,crossfit_fit_seeds,crossfit_eval_seeds,crossfit_within_seed_replicates,bootstrap_uncertainty_scope,rank_displacement_role
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,30,237,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.2786213705928628,0.2469762390045054,0.3116315347207323,0.2212276424944575,0.1980972430808839,0.2458167953944075,0.3298636245798469,0.2975083583637274,0.3634060108703426,0.0573937280984052,0.028408603304012,0.0849983015089751,-0.0512422539869842,-0.0888348798541085,-0.0144789655295716,0.1968546449259815,0.1721335729099621,0.2194101766430665,0.1643547700779518,0.146064864478295,0.1854421440320388,0.2366070809196882,0.2134895945076163,0.2625344167918186,0.0324998748480297,0.0084915611814346,0.0559612565257812,-0.0397524359937066,-0.0701222019595222,-0.0124414467567761,2000,20272417,237,27966,60,60,0.8686619466495029,0.8619037402560251,0.7601730672960023,0.1262994496448563,21259,8,pairwise_order_disagreement,30,30,2,0.6622327111492528,0.0961445001664798,0.6619824072087535,0.0960406201047912,37026,3556,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,delta_cosine,30,237,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.3153157137238074,0.2810193627976828,0.3511362011013372,0.2013268164914538,0.1791255453050132,0.2247076807552027,0.2789339018808554,0.2529484463276836,0.3076123685904312,0.1139888972323535,0.0816343953371951,0.1500263713080168,0.0363818118429521,-0.0025039333476363,0.0760854698562539,0.216110160552099,0.1910476113852535,0.2416505756990631,0.152050025030394,0.1305469141099907,0.1802206250446971,0.2023481995995137,0.1820420331831509,0.2262568833583637,0.0640601355217049,0.0322865264964599,0.096208789244082,0.0137619609525852,-0.0151469641707788,0.0442693806765357,2000,20270526,237,27966,60,60,0.8682328541800758,0.8865407995423014,0.7755846384895945,0.2171507607192254,21690,8,pairwise_order_disagreement,30,30,2,0.6827039977115068,0.1880335130722811,0.6824000572123292,0.1879584992664011,38168,7174,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_coculture,frangieh_melanoma_ifng,systema_centroid_accuracy,30,237,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.0969033871486805,0.0826872362869198,0.1140239487234499,0.071380166988486,0.0606790388328684,0.0848195129800471,0.0749530322534506,0.0640684223700207,0.0887870539226203,0.0255232201601945,0.0153212829864836,0.0364288332260602,0.0219503548952299,0.0117014857326753,0.0330778892226274,0.0674894604162197,0.0575158227848101,0.0798203622255596,0.0526953801044125,0.044338214260173,0.0636849209754702,0.0549842889580204,0.0464398734177215,0.0658835729099621,0.0147940803118071,0.0049254004863047,0.0238354162196953,0.0125051714581992,0.0029321318744189,0.0216785561038403,2000,20271931,237,27966,60,60,0.9612386469284132,0.9605234928127012,0.9291997425445184,0.0387516354960363,25986,8,pairwise_order_disagreement,30,30,2,0.8978759922763355,0.027956215436278,0.89784023457055,0.0279581026723485,50218,1404,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,30,234,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.2847871134587873,0.2570127654891603,0.3129021312497707,0.2264475441106342,0.1985950625435604,0.2541730860936869,0.3298555949891786,0.296255410659917,0.3639014984776787,0.058339569348153,0.0332269542569971,0.0834823557463042,-0.0450684815303914,-0.0835800227431128,-0.0106865118667693,0.1997761912622427,0.1799237005245589,0.219457283298485,0.1678988298301603,0.1466903268405414,0.1908266387880121,0.2355790781702799,0.2108139833461721,0.2606305711455925,0.0318773614320824,0.0072255236418326,0.0544018928139099,-0.0358028869080371,-0.065149389237372,-0.0095544000586919,2000,20272766,234,27261,60,60,0.8663658706577162,0.8582223689519827,0.7559150434686915,0.1202018731499005,20607,8,pairwise_order_disagreement,30,30,2,0.6580829756795422,0.091081315161542,0.6576611276182092,0.0910003625512452,35857,3263,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,delta_cosine,30,234,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.3591701423278676,0.322767414988445,0.3998573970140494,0.2313261527456806,0.2051098639081471,0.2594814937089615,0.3095333351674553,0.2786042790066395,0.3441273706026925,0.127843989582187,0.0934796962693958,0.1645225780418913,0.0496368071604123,0.0072330893951065,0.0901661256006749,0.2470774916547448,0.2222722020468801,0.2739669307802355,0.1711566340192949,0.1491067825831774,0.1985996478485748,0.2248742067422325,0.1990934851986354,0.255483566266828,0.0759208576354499,0.0435007886724625,0.1033541506180991,0.0222032849125123,-0.012315212207916,0.0537402333003191,2000,20270875,234,27261,60,60,0.8609001870804446,0.8504823740875243,0.7362165731264444,0.2641255605381166,20070,8,pairwise_order_disagreement,30,30,2,0.6302043211914456,0.2361149494594777,0.6296907670298229,0.2357567284166375,34332,8094,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_coculture,systema_centroid_accuracy,30,234,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.1269926543413668,0.1045263838450533,0.1521865026961593,0.0795748596896665,0.068320586185393,0.0931188327647555,0.0824572741278749,0.0715399288360661,0.0961909871244635,0.0474177946517002,0.0278048310773632,0.0705772440482741,0.0445353802134918,0.0254383551593852,0.0677251843292615,0.0872232493305454,0.0725074281941234,0.1036290396537177,0.0597078151938666,0.0508771688492718,0.0702661311030409,0.0611983878067569,0.0522811892447085,0.0716318642016067,0.0275154341366787,0.0138843035838744,0.0433774439675727,0.0260248615237885,0.0121395950258611,0.04198419903892,2000,20272280,234,27261,60,60,0.9553574703789296,0.9600895051538828,0.9231502879571548,0.0685448621155527,25166,8,pairwise_order_disagreement,30,30,2,0.8894941491508015,0.0573427541179156,0.8893657606103957,0.0573314085378428,48490,2780,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_ifng,absolute_effect_rank_agreement,30,235,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.2801482542280414,0.25102336788507,0.3087847790507365,0.2274810147299509,0.2027627750500091,0.2517957810511002,0.3356019958174213,0.3022433624295326,0.3713954809965448,0.0526672394980905,0.0236570285506455,0.0816584833606109,-0.0554537415893798,-0.0976475268230587,-0.0142825968357883,0.1958968994362611,0.1747904164393526,0.2172408619749045,0.1692070921985815,0.15042189488998,0.1894917257683215,0.2408050145480996,0.2179464448081469,0.2659210765593744,0.0266898072376795,0.003417894162575,0.048537006728496,-0.0449081151118385,-0.0762865975631932,-0.0147635933806146,2000,20272204,235,27495,60,60,0.8673940716493908,0.8619021640298236,0.7606110201854883,0.1181561708028499,20913,8,pairwise_order_disagreement,30,30,2,0.6614839061647573,0.0876166908038146,0.6612474995453719,0.0874539354270942,36362,3180,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_ifng,delta_cosine,30,235,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.3039456810329151,0.2636611202036734,0.3404887252227677,0.2162567921440261,0.1856696672122204,0.2483724313511547,0.3026705037279505,0.2638461538461539,0.3452179941807601,0.0876888888888888,0.0571894889979996,0.1209369885433714,0.0012751773049645,-0.0432464993635206,0.0436099745408255,0.2104347699581742,0.1817580469176213,0.2368453355155482,0.1611462811420258,0.1359128932533188,0.1887625022731405,0.222010756501182,0.1893917075831969,0.2593776141116566,0.0492884888161483,0.0257319512638661,0.0772895071831242,-0.0115759865430078,-0.0497208583378796,0.023045553737043,2000,20270313,235,27495,60,60,0.8615020912893253,0.8803782505910166,0.7655937443171486,0.1782422802850356,21050,8,pairwise_order_disagreement,30,30,2,0.6668667030369158,0.1481004465124152,0.6664666302964175,0.1479167235122377,36649,5421,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_ifng,systema_centroid_accuracy,30,235,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.1174283824331696,0.0965784688125113,0.1409549463538825,0.0788092744135297,0.0681919439898163,0.0921085651936715,0.0811750272776868,0.070430987452264,0.0942628205128205,0.0386191080196399,0.0207671849427168,0.0598517912347699,0.0362533551554828,0.0184576741225677,0.0574947717766866,0.0799940852882342,0.0665836970358246,0.0949674940898344,0.0595001182033097,0.0507715039098017,0.0702868703400618,0.0609800872885979,0.0522360883797054,0.0716778050554646,0.0204939670849245,0.0084644935442807,0.0348886161120203,0.0190139979996362,0.0071913075104564,0.033052145844699,2000,20271718,235,27495,60,60,0.9555919258046918,0.9582105837424988,0.922349518094199,0.0549290220820189,25360,8,pairwise_order_disagreement,30,30,2,0.89012547735952,0.0452112571829278,0.8899436261138389,0.0452000490416445,48938,2212,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
matched_budget_source_frozen,frangieh_melanoma_control,frangieh_melanoma_coculture,frangieh_melanoma_ifng,absolute_effect_rank_agreement,30,237,20,20,40,pairwise-order disagreement with U-statistic within-context floors; plugin/V identity retained as a separate diagnostic,normalized rank displacement; secondary magnitude diagnostic only,matched perturbation label; each draw also selects one of 30 measurement seeds and one unordered model-member pair,fixed source-frozen mean prediction versus two independent full-size with-replacement raw-cell truth pseudoreplicates,source-frozen model member pairs crossed with two independent full-size with-replacement truth pseudoreplicates,delta_cosine; third_party/systema/evaluation/centroid_accuracy.py-equivalent chunked distance; absolute_effect_rank_agreement,0,0.3225559071729958,0.2876881749266967,0.3568654795108346,0.2495010190946149,0.2234481155689051,0.2789109990702996,0.3161193055853536,0.286474647786598,0.351779839805478,0.0730548880783808,0.0415647572051777,0.1055647929628834,0.0064366015876421,-0.0387005649717513,0.0481350121576199,0.2260891037331044,0.2015116570120861,0.2504804941714939,0.1833481906600872,0.1617321032682543,0.2078264678538224,0.227340556389902,0.2046377744403919,0.2540593935493099,0.0427409130730172,0.0166250983336909,0.0709254094257312,-0.0012514526567975,-0.0338844489737538,0.0288569155402989,2000,20272204,237,27966,60,60,0.8417721518987342,0.841700636487163,0.7194092827004219,0.1724737810030319,20119,8,pairwise_order_disagreement,30,30,2,0.6082922119716798,0.1370569397386495,0.6079882714725022,0.1369464212197847,34006,4657,0.95,0.0,8,15,15,2,raw-cell/pseudoreplicate sampling uncertainty; not all biological variation,secondary magnitude diagnostic
