cross,v_floor,u_floor,plugin_delta,u_delta,max_floor_delta,scenario,population_delta,population_cross,population_within_left,population_within_right
0.5716145833333334,0.509765625,0.5561079545454546,0.06184895833333337,0.015506628787878785,0.0076941287878787845,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5470920138888888,0.5047743055555555,0.5506628787878789,0.04231770833333326,-0.003570864898989945,-0.032453440656565746,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5453559027777777,0.5006510416666666,0.5461647727272727,0.04470486111111105,-0.000808869949495028,-0.007674400252525415,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5627170138888888,0.5110677083333334,0.5575284090909092,0.05164930555555547,0.005188604797979779,-0.013514046717171713,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5559895833333333,0.5106336805555556,0.5570549242424243,0.04535590277777779,-0.0010653409090909394,-0.0022490530303030942,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5455729166666666,0.5060763888888888,0.5520833333333333,0.03949652777777779,-0.00651041666666663,-0.02213541666666674,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5384114583333334,0.4906684027777778,0.5352746212121213,0.04774305555555558,0.003136837121212044,0.001953125,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5431857638888888,0.5026041666666666,0.5482954545454546,0.04058159722222221,-0.005109690656565746,-0.015052872474747514,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5753038194444444,0.5154079861111112,0.5622632575757577,0.05989583333333326,0.01304056186868685,0.007595486111111049,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5635850694444444,0.5221354166666667,0.5696022727272727,0.04144965277777779,-0.006017203282828287,-0.009805082070707183,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5551215277777779,0.5149739583333333,0.5617897727272727,0.04014756944444453,-0.006668244949494806,-0.02537089646464641,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5390625,0.4973958333333333,0.5426136363636365,0.04166666666666674,-0.0035511363636363535,-0.02817234848484851,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5607638888888888,0.5084635416666666,0.5546875,0.05230034722222221,0.0060763888888888395,-0.04292929292929304,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5677083333333333,0.5240885416666667,0.5717329545454546,0.04361979166666652,-0.0040246212121213265,-0.0326704545454547,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5774739583333334,0.5282118055555556,0.5762310606060607,0.04926215277777779,0.0012428977272728181,0.0007694128787879562,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5640190972222223,0.5080295138888888,0.5542140151515151,0.05598958333333348,0.009805082070707183,0.000572127525252597,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5629340277777779,0.5243055555555556,0.571969696969697,0.03862847222222232,-0.009035669191919005,-0.011876578282828065,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.556640625,0.5073784722222222,0.5535037878787878,0.04926215277777768,0.003136837121212044,-0.017223011363636465,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.589626736111111,0.5225694444444444,0.5700757575757577,0.06705729166666663,0.01955097853535348,-0.010752051767676796,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.556640625,0.5182291666666666,0.5653409090909092,0.03841145833333326,-0.00870028409090906,-0.018169981060606077,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5661892361111112,0.5158420138888888,0.5627367424242424,0.05034722222222232,0.0034524936868687295,-0.016197127525252486,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5677083333333333,0.5245225694444444,0.5722064393939394,0.04318576388888884,-0.0044981060606061884,-0.005681818181818343,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5536024305555556,0.5,0.5454545454545454,0.05360243055555558,0.008147885101010055,-0.0032157512626262985,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5588107638888888,0.5121527777777778,0.5587121212121213,0.04665798611111105,9.864267676762406e-05,-0.013158933080808177,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5592447916666666,0.5075954861111112,0.5537405303030304,0.05164930555555558,0.0055042613636363535,0.0038470643939393367,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5290798611111112,0.47287326388888895,0.5158617424242424,0.056206597222222265,0.01321811868686873,0.0049321338383838675,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.560546875,0.5123697916666666,0.5589488636363636,0.04817708333333337,0.0015980113636363535,-0.031782670454545414,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5418836805555556,0.509765625,0.5561079545454546,0.03211805555555558,-0.014224273989899006,-0.01540798611111116,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5447048611111112,0.5138888888888888,0.5606060606060607,0.03081597222222232,-0.015901199494949392,-0.016374684343434254,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5355902777777778,0.4796006944444445,0.5232007575757576,0.05598958333333337,0.012389520202020221,0.01191603535353536,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5768229166666666,0.5305989583333334,0.5788352272727273,0.04622395833333326,-0.0020123106060606633,-0.00887784090909094,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
0.5670572916666667,0.5193142361111112,0.5665246212121212,0.04774305555555558,0.0005326704545455252,-0.01864346590909083,finite_null,0.0,0.5599999999999999,0.5599999999999999,0.5599999999999999
